loan_id,customer_id,customer_name,gender,country,state,age,income,employment_type,credit_score,loan_amount,interest_rate,loan_term,loan_type,loan_status,origination_date,employment_type_duplicate
L002180,C002180,John Smith,Male,USA,Florida,26,133046.0,Salaried,515.0,249143,10.43,36,Personal,Default,2021-12-01,Salaried
L002181,C002181,Joshua Johnson,Male,USA,Alaska,62,80732.0,Salaried,765.0,24500,6.8,360,Mortgage,Current,2022-12-14,Salaried
L002182,C002182,Thomas Rodriguez,Male,USA,Alabama,39,127557.0,Self-Employed,748.0,151836,14.43,72,Personal,Foreclosed,2019-09-12,Self-Employed
L002183,C002183,Donald Martinez,Male,USA,Connecticut,52,102755.0,Part-Time,683.0,357072,5.6,24,Personal,Current,2020-04-01,Part-Time
L002184,C002184,David Anderson,Male,USA,Tennessee,62,160788.0,Salaried,693.0,72265,16.13,240,Mortgage,Current,2023-04-17,Salaried
L002185,C002185,Jennifer Anderson,Female,USA,New York,50,135315.0,Salaried,665.0,368956,9.08,84,Home Equity,Current,2023-01-13,Salaried
L002186,C002186,Mary Rodriguez,Female,USA,Rhode Island,46,98163.0,Self-Employed,552.0,301815,5.04,240,Mortgage,Default,2022-01-12,Self-Employed
L002187,C002187,Michelle Miller,Female,USA,California,23,177437.0,Government,581.0,106824,3.52,120,Home Equity,Current,2022-07-30,Government
L002188,C002188,Lisa Williams,Female,USA,Vermont,53,91506.0,Unemployed,533.0,387215,13.34,60,Mortgage,Paid Off,2018-05-02,Unemployed
L002189,C002189,Linda Wilson,Female,USA,Tennessee,70,119538.0,Salaried,840.0,31071,16.93,180,Personal,Paid Off,2024-06-29,Salaried
L002190,C002190,Donna Miller,Female,USA,Alabama,51,38701.0,Part-Time,584.0,90025,17.55,72,Personal,Current,2020-01-11,Part-Time
L002191,C002191,James Garcia,Male,USA,Iowa,67,169007.0,Salaried,706.0,141329,16.11,36,Student,Paid Off,2026-02-21,Salaried
L002192,C002192,Jessica Miller,Female,USA,Wisconsin,40,47845.0,Salaried,701.0,218376,8.84,24,Mortgage,Current,2024-04-21,Salaried
L002193,C002193,Kimberly Perez,Female,USA,Michigan,24,102456.0,Unemployed,558.0,166954,16.59,84,Personal,Current,2025-07-10,Unemployed
L002194,C002194,Mary Moore,Female,USA,New Jersey,52,64738.0,Salaried,524.0,150768,12.66,12,Mortgage,Current,2023-03-13,Salaried
L002195,C002195,Matthew Williams,Male,USA,Missouri,38,31551.0,Government,530.0,405886,3.95,12,Home Equity,Paid Off,2024-07-19,Government
L002196,C002196,John Williams,Male,USA,Mississippi,30,115771.0,Government,573.0,141758,5.56,120,Student,Current,2019-07-19,Government
L002197,C002197,Thomas Jackson,Male,USA,Oklahoma,42,177557.0,Salaried,502.0,380321,8.78,72,Student,Current,2018-08-19,Salaried
L002198,C002198,Betty Perez,Female,USA,Idaho,37,70851.0,Government,841.0,182731,7.59,36,Student,Delinquent,2020-04-23,Government
L002199,C002199,Emily Anderson,Female,USA,Massachusetts,62,139588.0,Self-Employed,601.0,123110,8.04,180,Auto,Paid Off,2020-10-03,Self-Employed
L002200,C002200,Daniel Smith,Male,USA,Alabama,24,128395.0,Salaried,693.0,150028,14.02,12,Personal,Current,2018-10-05,Salaried
L002201,C002201,Michelle Garcia,Female,USA,West Virginia,57,178612.0,Government,714.0,228830,3.88,60,Auto,Current,2018-07-08,Government
L002202,C002202,Steven Thompson,Male,USA,Virginia,27,34934.0,Unemployed,620.0,295273,12.09,12,Home Equity,Current,2026-04-01,Unemployed
L002203,C002203,Richard Rodriguez,Male,USA,Wyoming,28,104232.0,Salaried,817.0,242646,8.05,84,Auto,Current,2023-11-07,Salaried
L002204,C002204,Steven Wilson,Male,USA,Maine,21,102404.0,Unemployed,680.0,58698,16.24,12,Personal,Current,2021-09-17,Unemployed
L002205,C002205,Linda Davis,Female,USA,Ohio,28,73155.0,Salaried,843.0,71322,3.86,48,Mortgage,Current,2019-10-23,Salaried
L002206,C002206,Susan Garcia,Female,USA,New Mexico,39,39125.0,Salaried,532.0,139442,17.58,24,Student,Current,2025-04-25,Salaried
L002207,C002207,Joseph Jackson,Male,USA,Indiana,37,145571.0,Government,740.0,336302,4.21,240,Auto,Current,2024-05-24,Government
L002208,C002208,Nancy Moore,Female,USA,Vermont,61,49088.0,Salaried,590.0,382062,9.52,180,Personal,Delinquent,2024-05-27,Salaried
L002209,C002209,Joseph Rodriguez,Male,USA,New York,68,93840.0,Part-Time,640.0,222493,15.86,36,Personal,Paid Off,2022-02-15,Part-Time
L002210,C002210,Jennifer Jackson,Female,USA,Nebraska,29,157391.0,Part-Time,538.0,26296,7.83,72,Mortgage,Current,2025-10-03,Part-Time
L002211,C002211,Sandra Brown,Female,USA,Arkansas,36,179565.0,Part-Time,528.0,436417,15.75,84,Home Equity,Current,2020-11-12,Part-Time
L002212,C002212,Michelle Jackson,Female,USA,Maryland,65,56999.0,Self-Employed,604.0,125014,17.45,24,Home Equity,Current,2023-11-08,Self-Employed
L002213,C002213,Charles Martinez,Male,USA,Kentucky,57,73606.0,Part-Time,524.0,57775,4.84,12,Personal,Foreclosed,2022-08-02,Part-Time
L002214,C002214,Elizabeth Martinez,Female,USA,New Jersey,47,161032.0,Government,774.0,78321,10.16,24,Student,Paid Off,2018-10-05,Government
L002215,C002215,Betty Moore,Female,USA,Iowa,22,168144.0,Salaried,598.0,141974,6.46,120,Mortgage,Current,2023-12-02,Salaried
L002216,C002216,David Jackson,Male,USA,California,56,46773.0,Unemployed,515.0,241831,14.51,180,Auto,Current,2019-08-13,Unemployed
L002217,C002217,Sandra Martinez,Female,USA,Hawaii,32,146336.0,Salaried,571.0,69569,4.62,120,Mortgage,Current,2023-05-28,Salaried
L002218,C002218,Joshua Johnson,Male,USA,New Mexico,70,71725.0,Salaried,698.0,221414,14.62,12,Auto,Paid Off,2025-04-20,Salaried
L002219,C002219,Patricia Anderson,Female,USA,Connecticut,55,169611.0,Salaried,584.0,362875,13.13,24,Student,Current,2025-07-05,Salaried
L002220,C002220,Donald Perez,Male,USA,Louisiana,51,140069.0,Unemployed,717.0,414655,12.47,48,Auto,Delinquent,2025-03-21,Unemployed
L002221,C002221,Patricia Martin,Female,USA,North Dakota,39,170609.0,Salaried,684.0,147438,9.51,120,Auto,Current,2020-03-30,Salaried
L002222,C002222,Margaret Jackson,Female,USA,Vermont,46,111290.0,Salaried,672.0,224088,10.52,180,Personal,Current,2020-07-08,Salaried
L002223,C002223,William Wilson,Male,USA,Missouri,56,140030.0,Salaried,761.0,463102,4.51,84,Mortgage,Current,2020-07-12,Salaried
L002224,C002224,Steven Taylor,Male,USA,Florida,24,134368.0,Salaried,792.0,436155,7.05,120,Auto,Paid Off,2024-04-11,Salaried
L002225,C002225,Donald Rodriguez,Male,USA,Missouri,68,130541.0,Salaried,809.0,149372,16.7,180,Personal,Current,2021-08-05,Salaried
L002226,C002226,Michael Jackson,Male,USA,Ohio,63,54780.0,Government,503.0,352084,9.63,48,Auto,Paid Off,2018-02-06,Government
L002227,C002227,Christopher Davis,Male,USA,Oklahoma,51,77873.0,Salaried,674.0,188524,9.04,48,Personal,Current,2024-06-26,Salaried
L002228,C002228,Kimberly Taylor,Female,USA,Indiana,33,107912.0,Government,840.0,499287,3.71,360,Mortgage,Paid Off,2018-06-03,Government
L002229,C002229,Michael Thomas,Male,USA,Louisiana,63,119835.0,Salaried,664.0,373923,16.26,36,Auto,Delinquent,2021-09-10,Salaried
L002230,C002230,Charles Wilson,Male,USA,Missouri,59,139938.0,Salaried,734.0,477033,14.3,84,Personal,Current,2023-08-03,Salaried
L002231,C002231,Karen Anderson,Female,USA,Hawaii,66,46715.0,Part-Time,669.0,296935,4.37,360,Auto,Delinquent,2026-05-02,Part-Time
L002232,C002232,John Rodriguez,Male,USA,Montana,24,57544.0,Salaried,675.0,354943,5.25,48,Personal,Current,2019-10-12,Salaried
L002233,C002233,Elizabeth Garcia,Female,USA,Florida,60,75763.0,Salaried,727.0,268575,4.85,12,Student,Current,2026-07-12,Salaried
L002234,C002234,Margaret Davis,Female,USA,Louisiana,64,128725.0,Unemployed,688.0,324869,12.8,120,Student,Paid Off,2024-06-13,Unemployed
L002235,C002235,Susan Rodriguez,Female,USA,Ohio,33,161047.0,Salaried,514.0,182828,5.38,12,Home Equity,Current,2019-12-10,Salaried
L002236,C002236,Jennifer Thomas,Female,USA,North Dakota,61,81935.0,Salaried,753.0,343621,17.93,36,Mortgage,Current,2021-05-26,Salaried
L002237,C002237,Kimberly Lee,Female,USA,Michigan,29,155637.0,Salaried,558.0,458636,11.6,180,Home Equity,Paid Off,2024-04-16,Salaried
L002238,C002238,Daniel Thomas,Male,USA,Rhode Island,22,128552.0,Salaried,746.0,74291,16.05,360,Auto,Default,2019-11-13,Salaried
L002239,C002239,Matthew Thomas,Male,USA,Rhode Island,55,172810.0,Salaried,797.0,191326,13.95,240,Student,Current,2021-04-29,Salaried
L002240,C002240,Thomas Perez,Male,USA,Maryland,32,127044.0,Part-Time,,439481,3.37,12,Personal,Foreclosed,2021-06-23,Part-Time
L002241,C002241,Patricia Martinez,Female,USA,Tennessee,37,74435.0,Salaried,761.0,438108,9.32,12,Mortgage,Delinquent,2023-09-29,Salaried
L002242,C002242,Steven Johnson,Male,USA,Colorado,24,172496.0,Salaried,774.0,5640,8.42,36,Auto,Current,2018-02-04,Salaried
L002243,C002243,Donna Davis,Female,USA,Colorado,34,155175.0,Part-Time,665.0,65863,17.28,84,Auto,Current,2019-10-13,Part-Time
L002244,C002244,Emily Taylor,Female,USA,Nebraska,41,153579.0,Salaried,621.0,426324,8.08,72,Mortgage,Current,2022-01-18,Salaried
L002245,C002245,Elizabeth Lee,Female,USA,Oklahoma,61,123939.0,Salaried,845.0,462971,13.31,60,Home Equity,Current,2023-11-07,Salaried
L002246,C002246,Ashley Moore,Female,USA,Delaware,28,84384.0,Self-Employed,680.0,436851,11.84,360,Auto,Default,2026-04-27,Self-Employed
L002247,C002247,Joseph Moore,Male,USA,Nevada,53,83013.0,Salaried,753.0,127311,14.05,48,Mortgage,Current,2018-07-03,Salaried
L002248,C002248,Mary Martin,Female,USA,New Hampshire,65,135010.0,Salaried,625.0,325768,3.92,60,Personal,Delinquent,2021-06-29,Salaried
L002249,C002249,Sandra Thomas,Female,USA,Oregon,48,39559.0,Self-Employed,830.0,381974,16.96,60,Auto,Paid Off,2022-02-28,Self-Employed
L002250,C002250,Anthony Wilson,Male,USA,South Carolina,23,103850.0,Unemployed,609.0,238673,17.9,360,Mortgage,Paid Off,2023-09-29,Unemployed
L002251,C002251,John Miller,Male,USA,Michigan,34,127757.0,Salaried,641.0,61320,11.32,84,Mortgage,Current,2020-06-26,Salaried
L002252,C002252,Kimberly Jones,Female,USA,Hawaii,39,134692.0,Government,621.0,188245,5.46,240,Mortgage,Paid Off,2026-04-27,Government
L002253,C002253,Elizabeth Moore,Female,USA,New Hampshire,26,38735.0,Salaried,509.0,289140,16.04,72,Home Equity,Foreclosed,2025-04-06,Salaried
L002254,C002254,Sandra Thompson,Female,USA,Pennsylvania,56,101112.0,Salaried,754.0,55995,12.71,180,Student,Current,2019-11-16,Salaried
L002255,C002255,Lisa Jones,Female,USA,Alabama,40,81855.0,Salaried,516.0,243313,12.36,36,Personal,Current,2019-01-12,Salaried
L002256,C002256,Mary Martinez,Female,USA,Missouri,21,103742.0,Salaried,702.0,395655,16.27,84,Personal,Current,2019-07-13,Salaried
L002257,C002257,Christopher Miller,Male,USA,Michigan,30,121578.0,Salaried,514.0,495852,13.97,72,Home Equity,Current,2026-07-26,Salaried
L002258,C002258,Joseph Johnson,Male,USA,Tennessee,33,153124.0,Unemployed,502.0,300464,16.8,36,Mortgage,Current,2018-12-17,Unemployed
L002259,C002259,Mark Rodriguez,Male,USA,Delaware,32,147302.0,Part-Time,741.0,158406,17.36,360,Mortgage,Paid Off,2019-12-25,Part-Time
L002260,C002260,Mark Garcia,Male,USA,Montana,31,88242.0,Self-Employed,811.0,104245,8.17,84,Personal,Default,2026-03-09,Self-Employed
L002261,C002261,Ashley Thomas,Female,USA,Mississippi,56,158599.0,Salaried,686.0,201884,5.97,84,Home Equity,Current,2018-01-04,Salaried
L002262,C002262,Sandra Thompson,Female,USA,Georgia,37,130465.0,Self-Employed,781.0,37704,8.78,240,Personal,Current,2021-12-27,Self-Employed
L002263,C002263,Betty Rodriguez,Female,USA,Wyoming,67,79755.0,Government,602.0,126582,17.51,12,Student,Paid Off,2018-10-11,Government
L002264,C002264,James Miller,Male,USA,Kansas,49,34043.0,Salaried,734.0,85090,5.87,72,Auto,Current,2019-04-05,Salaried
L002265,C002265,Jessica Thompson,Female,USA,Oregon,23,70022.0,Salaried,677.0,423162,11.87,360,Personal,Current,2021-02-16,Salaried
L002266,C002266,Emily Lee,Female,USA,Louisiana,49,59264.0,Salaried,586.0,408507,4.26,84,Student,Foreclosed,2018-07-26,Salaried
L002267,C002267,Kimberly Jackson,Female,USA,Florida,30,76329.0,Salaried,816.0,389926,15.49,24,Student,Current,2023-11-12,Salaried
L002268,C002268,Betty Brown,Female,USA,Colorado,66,159960.0,Salaried,752.0,118862,13.02,240,Mortgage,Current,2018-02-08,Salaried
L002269,C002269,Michael Thomas,Male,USA,West Virginia,39,49876.0,Unemployed,810.0,484697,10.83,36,Auto,Current,2024-05-26,Unemployed
L002270,C002270,William Jackson,Male,USA,Nevada,24,104732.0,Salaried,691.0,411307,12.45,180,Home Equity,Current,2020-04-08,Salaried
L002271,C002271,Anthony Thomas,Male,USA,Wyoming,66,102290.0,Salaried,502.0,135839,4.76,120,Mortgage,Default,2018-08-05,Salaried
L002272,C002272,Anthony Thomas,Male,USA,Colorado,58,123240.0,Unemployed,657.0,51580,15.92,360,Student,Current,2021-12-01,Unemployed
L002273,C002273,Andrew Williams,Male,USA,North Carolina,32,77441.0,Salaried,685.0,130861,8.1,12,Personal,Current,2019-05-15,Salaried
L002274,C002274,Kimberly Thomas,Female,USA,Wyoming,51,89155.0,Government,640.0,292330,5.54,36,Mortgage,Current,2025-08-29,Government
L002275,C002275,Karen Taylor,Female,USA,California,22,112734.0,Salaried,824.0,234443,3.22,36,Auto,Current,2020-02-11,Salaried
L002276,C002276,Linda Martinez,Female,USA,New York,69,38723.0,Self-Employed,550.0,221312,3.91,360,Auto,Foreclosed,2019-01-02,Self-Employed
L002277,C002277,Sandra Moore,Female,USA,New York,21,92058.0,Salaried,809.0,137865,13.07,36,Auto,Current,2018-03-03,Salaried
L002278,C002278,John Martinez,Male,USA,Vermont,37,113454.0,Salaried,678.0,450282,13.78,24,Auto,Paid Off,2026-07-19,Salaried
L002279,C002279,Patricia Jones,Female,USA,Kentucky,45,141388.0,Self-Employed,654.0,218329,5.23,60,Student,Current,2025-11-18,Self-Employed
L002280,C002280,Matthew Smith,Male,USA,Mississippi,25,80636.0,Salaried,767.0,31049,12.09,36,Auto,Current,2020-07-06,Salaried
L002281,C002281,Richard Davis,Male,USA,Oregon,68,163338.0,Salaried,612.0,126946,10.25,36,Student,Current,2024-07-22,Salaried
L002282,C002282,Charles Miller,Male,USA,Tennessee,34,141480.0,Government,619.0,241344,17.06,360,Personal,Foreclosed,2019-06-04,Government
L002283,C002283,Joshua Anderson,Male,USA,Delaware,30,129622.0,Salaried,588.0,266950,12.98,12,Student,Current,2021-11-22,Salaried
L002284,C002284,Matthew Martinez,Male,USA,Nevada,41,163624.0,Self-Employed,605.0,387567,10.8,72,Mortgage,Current,2025-09-14,Self-Employed
L002285,C002285,Paul Johnson,Male,USA,New Hampshire,45,92751.0,Salaried,706.0,26318,7.26,240,Auto,Current,2019-08-26,Salaried
L002286,C002286,Donald Johnson,Male,USA,Ohio,55,158619.0,Part-Time,530.0,300677,9.93,180,Personal,Current,2022-02-21,Part-Time
L002287,C002287,Donna Miller,Female,USA,Rhode Island,23,127073.0,Salaried,766.0,261296,6.71,72,Mortgage,Delinquent,2022-08-09,Salaried
L002288,C002288,James Martinez,Male,USA,Rhode Island,38,63845.0,Salaried,663.0,233702,13.18,72,Auto,Current,2022-06-07,Salaried
L002289,C002289,Paul Wilson,Male,USA,Arizona,70,117359.0,Salaried,620.0,263807,11.91,48,Student,Current,2024-10-01,Salaried
L002290,C002290,Paul Smith,Male,USA,South Carolina,56,32526.0,Part-Time,633.0,79344,7.44,12,Mortgage,Current,2020-11-03,Part-Time
L002291,C002291,Donna Jackson,Female,USA,North Dakota,59,144205.0,Part-Time,622.0,421993,3.18,24,Personal,Default,2026-04-30,Part-Time
L002292,C002292,Richard Moore,Male,USA,California,53,62501.0,Salaried,800.0,408718,17.74,24,Student,Current,2023-08-10,Salaried
L002293,C002293,James Rodriguez,Male,USA,Nevada,68,63489.0,Government,589.0,331316,3.79,240,Personal,Current,2022-10-22,Government
L002294,C002294,John Martin,Male,USA,New Hampshire,37,137740.0,Salaried,571.0,285701,11.21,12,Auto,Current,2021-08-08,Salaried
L002295,C002295,Charles Miller,Male,USA,Kentucky,60,35801.0,Salaried,536.0,48100,15.78,24,Personal,Current,2018-07-09,Salaried
L002296,C002296,William Garcia,Male,USA,Alaska,26,127493.0,Part-Time,600.0,344064,12.32,60,Personal,Current,2024-10-23,Part-Time
L002297,C002297,Joseph Jones,Male,USA,North Carolina,54,157556.0,Salaried,611.0,329832,11.8,48,Mortgage,Paid Off,2022-02-17,Salaried
L002298,C002298,Daniel Davis,Male,USA,Massachusetts,46,30745.0,Salaried,529.0,33162,13.73,120,Mortgage ,Current,2018-11-19,Salaried
L002299,C002299,Matthew Taylor,Male,USA,Iowa,62,174398.0,Self-Employed,537.0,121839,7.62,36,Personal,Delinquent,2023-01-06,Self-Employed
L002300,C002300,Steven Brown,Male,USA,Texas,51,38124.0,Part-Time,706.0,73255,8.84,48,Personal,Paid Off,2024-10-03,Part-Time
L002301,C002301,Emily Wilson,Female,USA,Nevada,69,35599.0,Salaried,665.0,219738,4.27,120,Auto,Current,2025-02-10,Salaried
L002302,C002302,Jennifer Anderson,Female,USA,Michigan,48,129181.0,Salaried,508.0,44235,3.07,12,Student,Current,2018-02-09,Salaried
L002303,C002303,James Martinez,Male,USA,Louisiana,56,37764.0,Salaried,776.0,68881,6.97,84,Personal,Current,2019-02-09,Salaried
L002304,C002304,Paul Taylor,Male,USA,Missouri,33,70077.0,Salaried,668.0,412313,15.21,72,Mortgage,Foreclosed,2025-01-14,Salaried
L002305,C002305,Kimberly Garcia,Female,USA,Delaware,41,171963.0,Salaried,824.0,122074,12.17,60,Auto,Current,2021-09-22,Salaried
L002306,C002306,Joshua Perez,Male,USA,Mississippi,46,170726.0,Unemployed,774.0,104508,5.09,12,Home Equity,Current,2018-03-13,Unemployed
L002307,C002307,Steven Johnson,Male,USA,Connecticut,51,80499.0,Salaried,748.0,21971,9.4,24,Personal,Current,2018-12-27,Salaried
L002308,C002308,Jennifer Williams,Female,USA,Delaware,36,59817.0,Self-Employed,611.0,497426,3.29,60,Mortgage,Foreclosed,2021-12-27,Self-Employed
L002309,C002309,David Wilson,Male,USA,Alabama,51,94811.0,Unemployed,579.0,49703,15.03,180,Personal,Current,2024-10-02,Unemployed
L002310,C002310,Paul Lee,Male,USA,Florida,33,95488.0,Self-Employed,517.0,91533,9.92,84,Auto,Current,2019-12-31,Self-Employed
L002311,C002311,Anthony Jackson,Male,USA,Tennessee,50,176610.0,Salaried,579.0,154157,7.15,84,Auto,Current,2019-10-05,Salaried
L002312,C002312,Susan Smith,Female,USA,Florida,52,55807.0,Self-Employed,694.0,320190,14.52,12,Personal,Current,2025-04-11,Self-Employed
L002313,C002313,Steven Jones,Male,USA,Iowa,25,44289.0,Part-Time,698.0,195363,17.56,120,Personal,Delinquent,2023-03-17,Part-Time
L002314,C002314,Mary Martin,Female,USA,Michigan,32,99797.0,Salaried,615.0,317089,9.05,48,Home Equity,Current,2019-01-28,Salaried
L002315,C002315,Karen Anderson,Female,USA,Idaho,59,47963.0,Salaried,531.0,199759,14.48,24,Auto,Foreclosed,2025-02-16,Salaried
L002316,C002316,Joshua Johnson,Male,USA,Minnesota,61,125306.0,Salaried,722.0,442237,7.82,84,Home Equity,Delinquent,2018-07-22,Salaried
L002317,C002317,Donald Moore,Male,USA,Arizona,57,126527.0,Salaried,587.0,476625,14.37,72,Mortgage,Foreclosed,2022-01-24,Salaried
L002318,C002318,Matthew Lee,Male,USA,North Carolina,24,179473.0,Salaried,660.0,280669,17.48,180,Mortgage,Current,2024-02-07,Salaried
L002319,C002319,Joshua Thomas,Male,USA,Missouri,62,164109.0,Government,827.0,96361,12.76,180,Student,Current,2023-06-19,Government
L002320,C002320,Paul Johnson,Male,USA,Georgia,68,44501.0,Self-Employed,809.0,456692,6.58,48,Mortgage,Current,2021-05-03,Self-Employed
L002321,C002321,Patricia Williams,Female,USA,Idaho,63,178217.0,Salaried,602.0,243706,13.35,60,Personal,Current,2021-07-02,Salaried
L002322,C002322,Elizabeth Jackson,Female,USA,Tennessee,49,74932.0,Government,797.0,214151,15.67,60,Student,Default,2026-08-22,Government
L002323,C002323,Sandra Anderson,Female,USA,South Dakota,61,77948.0,Salaried,662.0,342493,9.06,120,Student,Current,2020-02-08,Salaried
L002324,C002324,Thomas Thomas,Male,USA,Tennessee,25,108374.0,Government,601.0,17693,12.33,12,Student,Paid Off,2023-01-30,Government
L002325,C002325,Ashley Martinez,Female,USA,Pennsylvania,31,112518.0,Self-Employed,688.0,287117,6.79,72,Student,Current,2022-01-09,Self-Employed
L002326,C002326,Barbara Wilson,Female,USA,Virginia,50,89546.0,Self-Employed,815.0,142694,9.82,60,Auto,Current,2020-05-09,Self-Employed
L002327,C002327,Jessica Jackson,Female,USA,Maine,29,99279.0,Salaried,749.0,315563,5.49,24,Auto,Delinquent,2025-05-24,Salaried
L002328,C002328,Robert Johnson,Male,USA,Maryland,69,93039.0,Self-Employed,725.0,414214,15.53,48,Mortgage,Current,2020-07-08,Self-Employed
L002329,C002329,Ashley Perez,Female,USA,Hawaii,48,61966.0,Salaried,623.0,40594,4.45,84,Mortgage,Current,2023-11-25,Salaried
L002330,C002330,Thomas Jackson,Male,USA,Illinois,42,139929.0,Salaried,804.0,97497,3.84,24,Personal,Paid Off,2020-08-06,Salaried
L002331,C002331,Michael Wilson,Male,USA,Oregon,31,142331.0,Salaried,778.0,27391,11.02,72,Auto,Paid Off,2024-09-25,Salaried
L002332,C002332,Andrew Taylor,Male,USA,Michigan,41,167282.0,Salaried,823.0,200105,11.74,60,Auto,Paid Off,2020-10-28,Salaried
L002333,C002333,Emily Moore,Female,USA,Montana,26,147252.0,Salaried,790.0,373898,16.77,12,Personal,Delinquent,2023-11-07,Salaried
L002334,C002334,Linda Rodriguez,Female,USA,South Dakota,46,152829.0,Salaried,777.0,222840,6.05,12,Mortgage,Current,2024-02-28,Salaried
L002335,C002335,Michael Jackson,Male,USA,Arizona,36,129386.0,Salaried,657.0,455152,14.67,120,Mortgage,Current,2019-01-28,Salaried
